,index,_id,detail_url,shop_name,phone,price_range,category,score,address,locatedin,industry_group,reviews_log,digital_presence,contact_date,process_status,reviews_log_norm,score_norm,merchant_rating,tier,channel
721,72004,6874f1adc126727f6bb9b535,https://www.google.com/maps/place/secrets+shhh+penrith/data=!4m7!3m6!1s0x6b1285abfb0b2b41:0x60a868aef9ec5881!8m2!3d-33.7513421!4d150.6934793!16s%2fg%2f11tmnl0wpc!19schijqssl-6ufemsrgvjs-a5oqga?authuser=0&hl=en&rclk=1,secrets shhh penrith,+61 2 4761 0432,,jewelry store,4.4,"westfield penrith, shop 038/585 high st, penrith nsw 2750, australia",located in: westfield penrith,Retail,1.945910149,0,,,0.1226293657,0.88,12.1040556,Tier 3,Tele
722,125270,686af215e3effe4dd21898d9,https://www.google.com/maps/place/bc+racing+australia/data=!4m7!3m6!1s0x6b12c7643212b129:0x6f50d6c0ee3f8a18!8m2!3d-34.0263483!4d151.0769921!16s%2fg%2f11bxg16tnn!19schijkbesmmthemsrgio_7sdwug8?authuser=0&hl=en&rclk=1,bc racing australia,+61 2 9545 0532,,racing car parts store,4.8,"101/103 bath rd, kirrawee nsw 2232, australia",,Retail,2.302585093,0,,,0.1742509078,0.96,16.03756354,Tier 3,Tele
723,133967,6869a60492b7113522f656b1,https://www.google.com/maps/place/riverstone+battery+warehouse/data=!4m7!3m6!1s0x6b129dd756327a8b:0x90e0fd734f36453f!8m2!3d-33.6655627!4d150.8557229!16s%2fg%2f1tgw558c!19schiji3oyvtedemsrp0u2t3p94ja?authuser=0&hl=en&rclk=1,riverstone battery warehouse,+61 2 9627 1237,,car battery store,4.9,"1/182 riverstone parade, riverstone nsw 2765, australia",,Retail,1.945910149,0,,,0.1226293657,0.98,12.5040556,Tier 3,Tele
724,216804,6874b27d78a2234c5a54d9fb,https://www.google.com/maps/place/prsupplies+pty+ltd/data=!4m7!3m6!1s0x6b12bd2137434de7:0xdb24dd4189a42013!8m2!3d-33.8508688!4d150.9962939!16s%2fg%2f1td7ngpn!19schij501dnyg9emsreyckiuhdjns?authuser=0&hl=en&rclk=1,prsupplies pty ltd,+61 438 337 735,,hardware store,4.8,"302 woodville rd, guildford nsw 2161, australia",,Retail,1.098612289,1,,,0,0.96,13.84,Tier 3,Tele
725,138056,68748a9cc60a8f7ae934cf92,https://www.google.com/maps/place/workscene+castle+hill/data=!4m7!3m6!1s0x6b12a195279d89b5:0x30a4d0e53143a090!8m2!3d-33.7301492!4d150.9787438!16s%2fg%2f11bbrlzpp6!19schijtymdj5whemsrkkbdmexqpda?authuser=0&hl=en&rclk=1,workscene castle hill,+61 2 9659 4500,,work clothes store,4.5,"2/10 victoria ave, castle hill nsw 2154, australia",located in: victoria plaza,Retail,3.850147602,0,,,0.3982295317,0.9,31.47606722,Tier 2,Tele
726,110189,686a4df9e3effe4dd2182712,https://www.google.com/maps/place/jb+hi-fi+city+-+world+square/data=!4m7!3m6!1s0x6b12ae3cc9d8039b:0xaf10b3d06460919f!8m2!3d-33.8774582!4d151.2072834!16s%2fg%2f1tk6_nmp!19schijmwpyytyuemsrn5fgznczek8?authuser=0&hl=en&rclk=1,jb hi-fi city - world square,+61 2 9307 0600,,electronics store,4.2,"world square shopping centre store 9.42, lower ground level, 644 george st, sydney nsw 2000, australia",,Retail,2.63905733,0,,,0.2229485133,0.84,18.96639593,Tier 3,Tele
727,152976,68699ace040444bf6f06fe6a,https://www.google.com/maps/place/fishing+tackle/data=!4m7!3m6!1s0x6b12a45201f6c57b:0xdca52ed271accded!8m2!3d-33.8074624!4d151.0879326!16s%2fg%2f1tg35c9w!19schije8x2avkkemsr7c2scdiupdw?authuser=0&hl=en&rclk=1,fishing tackle,+61 2 9807 6651,,bait shop,4.1,"999 victoria rd, west ryde nsw 2114, australia",,Retail,2.397895273,1,,,0.188045144,0.82,26.44316008,Tier 3,Tele
728,131263,6869d5824894724204814a8d,https://www.google.com/maps/place/stwins+auto+parts/data=!4m7!3m6!1s0x6b1297c9aad54ccd:0x76e89002f0d5c51a!8m2!3d-33.8522489!4d150.9334146!16s%2fg%2f11cmgl_036!19schijzuzvqsmxemsrgsxv8akq6hy?authuser=0&hl=en&rclk=1,stwins auto parts,+61 2 9604 7366,,auto parts store,4.9,"755 the horsley dr, smithfield nsw 2164, australia",,Retail,2.197224577,1,,,0.159002087,0.98,25.05014609,Tier 3,Tele
729,166268,6874845b138006c93a21983e,https://www.google.com/maps/place/barrenjoey+designs/data=!4m7!3m6!1s0x6b0d54a3992bdd65:0x4a5929875726b06e!8m2!3d-33.6758048!4d151.3081949!16s%2fg%2f1v96lynj!19schijzd0rmanudwsrbramv4cpwuo?authuser=0&hl=en&rclk=1,barrenjoey designs,+61 2 9997 8282,,sign shop,4.8,"unit 2/2 by the sea rd, mona vale nsw 2103, australia",,Retail,4.709530201,1,,,0.5226079209,0.96,50.42255446,Tier 1,Tele
730,122869,68747c2bf8e3455e3cbf6c96,https://www.google.com/maps/place/cawarra+sandwich+shop/data=!4m7!3m6!1s0x6b12c7f62ef19849:0x3ac7dae387af6660!8m2!3d-34.0317829!4d151.1253757!16s%2fg%2f1trtvgvf!19schijszjxlvbhemsrygavh-paxzo?authuser=0&hl=en&rclk=1,cawarra sandwich shop,+61 2 9524 9285,a$1–20,sandwich shop,4.6,"87 cawarra rd, caringbah nsw 2229, australia",,Retail,5.96870756,1,,,0.7048485803,0.92,63.01940062,Tier 1,Tele
731,125898,687551bb22f88d7adc354157,https://www.google.com/maps/place/egg+records/data=!4m7!3m6!1s0x6b9150a1b7067321:0x9bc0ac5d7c8d3cc3!8m2!3d-33.8972752!4d151.1796644!16s%2fg%2f1tlmngzm!19schijixmgt6fqkwsrwzynff2swjs?authuser=0&hl=en&rclk=1,egg records,+61 2 9550 6056,,record store,4.5,"shop 3/5 wilson st, newtown nsw 2042, australia",,Retail,4.709530201,1,,,0.5226079209,0.9,50.18255446,Tier 1,Tele
732,62577,68748bb8227f08b1a603a390,https://www.google.com/maps/place/zara/data=!4m7!3m6!1s0x6b12c79b434dc4a9:0x285767f15f756fb0!8m2!3d-34.0343411!4d151.0997668!16s%2fg%2f11c6w0v496!19schijqcrnq5vhemsrsg91x_fnvyg?authuser=0&hl=en&rclk=1,zara,+61 1800 945 325,,clothing store,3.8,"600, kingsway, 600 kingsway, miranda nsw 2228, australia",,Retail,4.605170186,1,,,0.5075039025,0.76,48.56527317,Tier 1,Tele
733,145871,6869b72ec88f2e47da571caa,https://www.google.com/maps/place/ht+automatic+transmission+specialists/data=!4m7!3m6!1s0x6b12bdf9e7362d77:0x331f2748c157b1bf!8m2!3d-33.8960456!4d150.9584045!16s%2fg%2f1ptxcvfmv!19schijdy025_m9emsrv7fxwugnhzm?authuser=0&hl=en&rclk=1,ht automatic transmission specialists,+61 2 9728 1327,,transmission shop,4.5,"25 hollywood dr, lansvale nsw 2166, australia",,Retail,3.526360525,0,,,0.3513678485,0.9,28.19574939,Tier 2,Tele
734,31480,686a188a4894724204817c15,https://www.google.com/maps/place/everyday+in+fairfield/data=!4m7!3m6!1s0x6b1297f79fbb9b69:0x8c9378823fb904c6!8m2!3d-33.8722166!4d150.9457832!16s%2fg%2f11t3fk4zxb!19schijazu7n_exemsrxgs5p4j4k4w?authuser=0&hl=en&rclk=1,everyday in fairfield,,,grocery store,3.9,"109 sackville st, fairfield nsw 2165, australia",,Retail,3.135494216,0,,,0.2947977924,0.78,23.75584547,Tier 3,Street
735,205064,687512e9c1d7a7d2601e9d92,https://www.google.com/maps/place/watch+exchange/data=!4m7!3m6!1s0x6b12adf19b58094b:0xa0cea551cd0c5843!8m2!3d-33.8915372!4d151.2508849!16s%2fg%2f11bw2h9fw5!19schijswlym_gtemsrq1gmzvglzqa?authuser=0&hl=en&rclk=1,watch exchange,+61 424 808 888,,watch store,4.7,"500 oxford st, bondi junction nsw 2022, australia",floor 5 · westfield bondi junction,Retail,4.094344562,1,,,0.4335721423,0.94,44.11004996,Tier 1,Tele
736,145604,68699b7616a5cff79445595f,https://www.google.com/maps/place/le+aquatic+aquarium/data=!4m7!3m6!1s0x6b12bdf79146dad7:0x75253a1441f23888!8m2!3d-33.895096!4d150.955295!16s%2fg%2f11h0ywfqk!19schij19pgkfe9emsridjyqrq6jxu?authuser=0&hl=en&rclk=1,le aquatic aquarium,+61 2 9726 8212,,aquarium shop,4.3,"6/169 hume hwy, lansvale nsw 2166, australia",,Retail,3.496507561,1,,,0.347047231,0.86,37.73330617,Tier 2,Tele
737,73254,6874923583e74866e3da65ae,https://www.google.com/maps/place/mecca+charlestown/data=!4m7!3m6!1s0x6b733d8c6dd4a499:0x2968840a8e6deb59!8m2!3d-32.9640912!4d151.6936233!16s%2fg%2f11c4bpt7kz!19schijmatubyw9c2srwettjgqeack?authuser=0&hl=en&rclk=1,mecca charlestown,+61 2 4985 2900,,cosmetics store,4.6,"charlestown square, level 2/30 pearson st, charlestown nsw 2290, australia",floor 2 · charlestown square,Retail,4.290459441,1,,,0.4619558363,0.92,46.01690854,Tier 1,Tele
738,48653,686a5b215c450590fc97fdcd,https://www.google.com/maps/place/tigerpak+sydney/data=!4m7!3m6!1s0x6b1299edfd2505af:0x8391b21a081df4b9!8m2!3d-33.7193666!4d150.8268977!16s%2fg%2f11c6dct6wr!19schijrwul_e2zemsrufqdcbqykym?authuser=0&hl=en&rclk=1,tigerpak sydney,+61 1300 525 325,,packaging supply store,4.9,"21 astoria st, marsden park nsw 2765, australia",,Retail,6.673297968,0,,,0.8068239054,0.98,60.39767338,Tier 1,Tele
739,128462,68747e89253335f1fe6bf3a1,https://www.google.com/maps/place/bresnahan%27s+fine+foods/data=!4m7!3m6!1s0x6b12b91a8b75b261:0x3e16a42284d32251!8m2!3d-33.9698565!4d151.0796222!16s%2fg%2f1tkmmqf3!19schijybj1ixq5emsruslthckkfj4?authuser=0&hl=en&rclk=1,bresnahan's fine foods,+61 2 9570 8188,,butcher shop,4.5,"42 morts rd, mortdale nsw 2223, australia",located in: iga mortdale,Retail,3.496507561,0,,,0.347047231,0.9,27.89330617,Tier 3,Tele
740,67361,68748af4f8e3455e3cbf78fc,https://www.google.com/maps/place/mcas+superstore+campbelltown/data=!4m7!3m6!1s0x6b12eef3e7e48fc7:0x2af319cc035fa2ad!8m2!3d-34.0594771!4d150.8218862!16s%2fg%2f11clsgdjlm!19schijx4_k5_puemsrrajfa8wz8yo?authuser=0&hl=en&rclk=1,mcas superstore campbelltown,+61 2 4625 7700,,motorcycle shop,4.3,"34 queen st, campbelltown nsw 2560, australia",,Retail,1.098612289,1,,,0,0.86,13.44,Tier 3,Tele
741,102743,68747b266eeb7d23c4c850c4,https://www.google.com/maps/place/turramurra+newsagency/data=!4m7!3m6!1s0x6b12a7db3b295019:0xbcba2ffa4efce38b!8m2!3d-33.7328684!4d151.1295921!16s%2fg%2f1tmz727v!19schijgvapo9unemsri-p8tvovurw?authuser=0&hl=en&rclk=1,turramurra newsagency,+61 2 9144 1802,,magazine store,2.5,"9 rohini st, turramurra nsw 2074, australia",located in: turramurra,Retail,4.025351691,0,,,0.4235868084,0.5,31.65107659,Tier 2,Tele
742,77726,68748acddf7abe7e477e384a,https://www.google.com/maps/place/sir.+bondi+flagship/data=!4m7!3m6!1s0x6b12ad21f965d5ff:0xb36d0ae24d4df6f2!8m2!3d-33.8905981!4d151.2735845!16s%2fg%2f11sp8qzwvw!19schij_9vl-sgtemsr8vznteikbbm?authuser=0&hl=en&rclk=1,sir. bondi flagship,+61 2 8000 8781,,clothing store,4.3,"81a gould st, bondi beach nsw 2026, australia",,Retail,4.290459441,1,,,0.4619558363,0.86,45.77690854,Tier 1,Tele
743,237903,6874f54ef6d9c635e8e733e1,https://www.google.com/maps/place/white+cliffs+outback+store/data=!4m7!3m6!1s0x6afaf261d428d57d:0xf8bd24f98b354e33!8m2!3d-30.8522827!4d143.0893863!16s%2fg%2f11c2lzgcfb!19schijfduo1ghy-morm041i_kkvfg?authuser=0&hl=en&rclk=1,white cliffs outback store,+61 8 8091 6611,,general store,3.8,"cnr &, keraro rd &, johnston st, white cliffs nsw 2836, australia",,Retail,3.465735903,0,,,0.3425936508,0.76,27.02155556,Tier 3,Tele
744,63284,68748aafc436a393bd449155,https://www.google.com/maps/place/city+chic+eastgardens/data=!4m7!3m6!1s0x6b12b1652f8ab6fd:0x8fc358cdcf014ba8!8m2!3d-33.945092!4d151.225175!16s%2fg%2f1tfvhc94!19schij_bakl2wxemsrqesbz81yw48?authuser=0&hl=en&rclk=1,city chic eastgardens,+61 2 4211 4357,,clothing store,4.6,"westfield eastgardens, 335/152 bunnerong rd, eastgardens nsw 2036, australia",,Retail,2.197224577,0,,,0.159002087,0.92,14.81014609,Tier 3,Tele
745,149125,6869ed00c88f2e47da5746f2,https://www.google.com/maps/place/great+western+motor+industries/data=!4m7!3m6!1s0x6b1297c6803b7c35:0x1d66826d5963364!8m2!3d-33.8477036!4d150.9364739!16s%2fg%2f1tdfc7qm!19schijnxw7gmaxemsrzdow1szo1ge?authuser=0&hl=en&rclk=1,great western motor industries,+61 2 9757 1180,,auto body shop,4.8,"2/21a chifley st, smithfield nsw 2164, australia",,Retail,2.772588722,0,,,0.2422745033,0.96,20.79921523,Tier 3,Tele
746,69657,687490d8f42cf5e9b5162b1b,https://www.google.com/maps/place/khans+iga+picton/data=!4m7!3m6!1s0x6b12ff114ea788c3:0x380e5102c15db762!8m2!3d-34.1688033!4d150.6121154!16s%2fg%2f12lk52srw!19schijw4inthh_emsryrddwqjrdjg?authuser=0&hl=en&rclk=1,khans iga picton,+61 2 4677 2922,,grocery store,4.3,"100 argyle st, picton nsw 2571, australia",,Retail,5.153291594,1,,,0.5868334793,0.86,54.51834355,Tier 1,Tele
747,154303,6874f00e6f56bd3aafd044bb,https://www.google.com/maps/place/creative+trophies/data=!4m7!3m6!1s0x6b129597aa704a47:0xe29e30f38d3292e6!8m2!3d-33.9287938!4d150.9339063!16s%2fg%2f1th0blgg!19schijr0pwqpevemsr5piyjfmwnui?authuser=0&hl=en&rclk=1,creative trophies,+61 2 9822 5587,,trophy shop,4.8,"2/377 newbridge rd, moorebank nsw 2170, australia",,Retail,3.988984047,1,,,0.4183233215,0.96,43.12263251,Tier 1,Tele
748,44789,68749c38ca5359bfba50fd50,https://www.google.com/maps/place/voltage+wholesale/data=!4m7!3m6!1s0x6b12bd5d4e93fa11:0x6d43ebaebdfb175a!8m2!3d-33.8684521!4d150.9595534!16s%2fg%2f11fk1kp3yc!19schijefqttl29emsrwhf7va7rq20?authuser=0&hl=en&rclk=1,voltage wholesale,+61 1300 231 054,,electronics store,4.6,"f2/303 the horsley dr, fairfield nsw 2165, australia",,Retail,5.093750201,1,,,0.5782160571,0.92,54.155124,Tier 1,Tele
749,58897,6869da0b040444bf6f072d73,https://www.google.com/maps/place/autocraze/data=!4m7!3m6!1s0x6b12a19681597a1f:0x1c9474d8016dd116!8m2!3d-33.8387434!4d151.0467929!16s%2fg%2f11b6ybh4k0!19schijh3pzgzahemsrftftadh0lbw?authuser=0&hl=en&rclk=1,autocraze,+61 1800 099 634,,wheel store,4.9,"unit 5/95-99 silverwater rd, silverwater nsw 2128, australia",,Retail,2.772588722,1,,,0.2422745033,0.98,30.87921523,Tier 2,Tele
750,96159,687491bceb8e78bc8ee81bd5,https://www.google.com/maps/place/benefit+cosmetics/data=!4m7!3m6!1s0x6b12a10c00804bfb:0xc5ab66ae43d4b26a!8m2!3d-33.730176!4d151.006422!16s%2fg%2f11cn9kdr11!19schij-0uaaayhemsrarluq65mq8u?authuser=0&hl=en&rclk=1,benefit cosmetics,+61 2 8851 5663,,cosmetics store,4.5,"6/14 castle st, castle hill nsw 2154, australia",located in: castle towers,Retail,3.688879454,0,,,0.3748892029,0.9,29.8422442,Tier 2,Tele
751,79202,686a16dfc88f2e47da57665a,https://www.google.com/maps/place/liquormart+chatswood/data=!4m7!3m6!1s0x6b12a969b5229cd3:0x3c95f8aa6e990424!8m2!3d-33.7955527!4d151.1674254!16s%2fg%2f11l5djrv_r!19schij05witwmpemsrjaszbqr4ltw?authuser=0&hl=en&rclk=1,liquormart chatswood,+61 2 8021 2268,,bottle shop and liquor store,4.8,"3 millwood ave, chatswood west nsw 2067, australia",,Retail,3.912023005,1,,,0.4071847549,0.96,42.34293285,Tier 1,Tele
752,167301,6874e7624cfe0ef9ece322ea,https://www.google.com/maps/place/the+food+yard/data=!4m7!3m6!1s0x6ad66f9bd903ea97:0xbf5735716bf66c2a!8m2!3d-37.9566868!4d145.0439001!16s%2fg%2f11ph6tqwhk!19schijl-od2ztv1morkmz2a3e1v78?authuser=0&hl=en&rclk=1,the food yard,+61 3 8521 3642,a$1–20,kebab shop,4.5,"350 bay rd, cheltenham vic 3192, australia",,Retail,3.295836866,1,,,0.318004174,0.9,35.86029218,Tier 2,Tele
753,130115,686a1e9edbb4ac7bdc3ac3e6,https://www.google.com/maps/place/sheridan+outlet/data=!4m7!3m6!1s0x6b12b0a135190f31:0x6b3309c508913faf!8m2!3d-33.9390144!4d151.1443552!16s%2fg%2f1v2f0p0l!19schijmq8znagwemsrrz-rcmujm2s?authuser=0&hl=en&rclk=1,sheridan outlet,+61 2 9599 0502,,outlet store,4.1,"49/51 forest rd, arncliffe nsw 2205, australia",,Retail,1.386294361,0,,,0.04163620813,0.82,6.194534569,Tier 3,Tele
754,219816,686a1ddb02c4054a20ae6e2f,https://www.google.com/maps/place/paradise+quarters/data=!4m7!3m6!1s0x6b12a3f14e338f11:0x34e19a0fda95d3b1!8m2!3d-33.8069637!4d150.9873491!16s%2fg%2f11w7kgp8md!19schijey8ztvgjemsrsdov2g-a4tq?authuser=0&hl=en&rclk=1,paradise quarters,+61 450 277 739,,convenience store,4.7,"160 hawkesbury rd, westmead nsw 2145, australia",,Retail,5.645446898,0,,,0.6580630851,0.94,49.82441596,Tier 1,Tele
755,117071,6874982d92b7113522f9be31,https://www.google.com/maps/place/bws+lane+cove/data=!4m7!3m6!1s0x6b12af3ef371b6a1:0x921503f14cac4b63!8m2!3d-33.8147758!4d151.1682542!16s%2fg%2f1tdpgbrw!19schijobzx8z6vemsry0ustpedfzi?authuser=0&hl=en&rclk=1,bws lane cove,+61 2 9427 2058,,bottle shop and liquor store,4.2,"shop 1and2/50-54 burns bay rd, lane cove nsw 2066, australia",,Retail,4.17438727,0,,,0.4451567183,0.84,34.52097028,Tier 2,Tele
756,232664,6874709b8cc79c880a6c5ccc,https://www.google.com/maps/place/daydream+sweet+burwood/data=!4m7!3m6!1s0x6b12bb7bcfdc7e6d:0x3b878a3af185079!8m2!3d-33.8777453!4d151.1033565!16s%2fg%2f11ssznxyyb!19schijbx7cz3u7emsrevayr6n4uam?authuser=0&hl=en&rclk=1,daydream sweet burwood,+61 484 255 923,a$1–20,cake shop,4.3,"burwood chinatown, shop 109 level 1/133 burwood rd, burwood nsw 2134, australia",,Retail,2.079441542,1,,,0.1419553557,0.86,23.3768749,Tier 3,Tele
757,92046,686a3802dbb4ac7bdc3ad709,https://www.google.com/maps/place/freechoice+tobacconist+lethbridgepark/data=!4m7!3m6!1s0x6b129b1b9310a16f:0x80c27d66b7f378a!8m2!3d-33.7370729!4d150.7986751!16s%2fg%2f11c3y685qz!19schijb6eqkxubemsrijd_a9yndag?authuser=0&hl=en&rclk=1,freechoice tobacconist lethbridgepark,+61 2 8678 7585,,tobacco shop,4.6,"6 apia pl, lethbridge park nsw 2770, australia",,Retail,2.197224577,0,,,0.159002087,0.92,14.81014609,Tier 3,Tele
758,74286,6874efcea526dc8aa99599d5,https://www.google.com/maps/place/wyndham+general+store/data=!4m7!3m6!1s0x6b3c10bd194900d1:0x63917c3431956e57!8m2!3d-36.9292818!4d149.6460575!16s%2fg%2f11b6dyq5_0!19schij0qbjgb0qpgsrv26vmtr8kwm?authuser=0&hl=en&rclk=1,wyndham general store,+61 2 6494 2151,,general store,4.7,"18/19 monaro st, wyndham nsw 2550, australia",,Retail,4.682131227,0,,,0.5186424691,0.94,40.06497284,Tier 2,Tele
759,237918,6869a3bf5c450590fc9776b0,https://www.google.com/maps/place/supercheap+auto+melrose+park/data=!4m7!3m6!1s0x6ab0d019ead96523:0xdf472ff4361d2e90!8m2!3d-34.9859802!4d138.5754054!16s%2fg%2f1hc5350mz!19schiji2xz6hnqsgorkc4dnvqvr98?authuser=0&hl=en&rclk=1,supercheap auto melrose park,+61 8 8177 0048,,auto parts store,4.3,"1031/1037 south rd, melrose park sa 5039, australia",,Retail,3.044522438,0,,,0.2816314527,0.86,23.15420169,Tier 3,Tele
760,75978,6874f17bd781998b57119891,https://www.google.com/maps/place/sakeshop+stanmore/data=!4m7!3m6!1s0x6b12b03de20f7a71:0xda3192b67df4b3bd!8m2!3d-33.893174!4d151.1645048!16s%2fg%2f11g8vw7h1b!19schijcxop4j2wemsrvbp0fbasmdo?authuser=0&hl=en&rclk=1,sakeshop stanmore,+61 2 7226 5885,,bottle shop and liquor store,4.8,"shop 1/105 percival rd, stanmore nsw 2048, australia",,Retail,2.397895273,0,,,0.188045144,0.96,17.00316008,Tier 3,Tele
761,140571,686a84c3040444bf6f07a6aa,https://www.google.com/maps/place/annangrove+cellars/data=!4m7!3m6!1s0x6b12a002d2966509:0x8ed07904901cef86!8m2!3d-33.6712859!4d150.9560936!16s%2fg%2f1pwfvxthl!19schijcwww0gkgemsrhu8ckar50i4?authuser=0&hl=en&rclk=1,annangrove cellars,+61 2 9679 0155,,bottle shop and liquor store,4.9,"169 annangrove rd, annangrove nsw 2156, australia",,Retail,3.871201011,1,,,0.4012765903,0.98,42.00936132,Tier 1,Tele
762,77049,68748afbeb0d112a3619703b,https://www.google.com/maps/place/noni+b/data=!4m7!3m6!1s0x6b12a3e68a6296f5:0x641143170f9384af!8m2!3d-33.7689296!4d151.027671!16s%2fg%2f1tgf7ykc!19schij9zziiuajemsrr4stdxddewq?authuser=0&hl=en&rclk=1,noni b,+61 2 7809 1866,,women's clothing store,3.7,"shop 11 n rocks rd, north rocks nsw 2151, australia",located in: north rocks shopping centre,Retail,4.204692619,1,,,0.4495428096,0.74,44.42799667,Tier 1,Tele
763,3522,686a15d6a769f1a982af876a,https://www.google.com/maps/place/el+jannah+chicken+baulkham+hills/data=!4m7!3m6!1s0x6b12a390284138f9:0x7f66cfa531ed071!8m2!3d-33.7607074!4d150.9919782!16s%2fg%2f11pttkbgqy!19schij-thbkjcjemsrcdaeu_ps9gc?authuser=0&hl=en&rclk=1,el jannah chicken baulkham hills,,a$20–40,chicken shop,4.1,"351 windsor rd, baulkham hills nsw 2153, australia",,Retail,1.791759469,0,,,0.1003191476,0.82,10.30234033,Tier 3,Street
764,47141,68748aa97f12364de73f8af5,https://www.google.com/maps/place/uniform+wholesalers/data=!4m7!3m6!1s0x6b12a3d056ef3ab5:0x1c711fe309dd26a4!8m2!3d-33.8352443!4d151.0387434!16s%2fg%2f11h_ts2lhh!19schijttrvvtcjemsrpcbdcemfcrw?authuser=0&hl=en&rclk=1,uniform wholesalers,+61 1300 400 995,,uniform store,4.9,"12a fisher st, silverwater nsw 2128, australia",floor 0 · budget embroidery,Retail,3.401197382,0,,,0.3332529947,0.98,27.24770963,Tier 3,Tele
765,66496,68748b48df7abe7e477e38cc,https://www.google.com/maps/place/katies/data=!4m7!3m6!1s0x6b0d7d5b1f72371b:0xb73a4fa47af8061e!8m2!3d-33.6004144!4d150.7521844!16s%2fg%2f1hc48z30n!19schijgzdyh1t9dwsrhgb4eqrporc?authuser=0&hl=en&rclk=1,katies,+61 2 4588 6095,,women's clothing store,3.8,"richmond marketplace, 11 march st, richmond nsw 2753, australia",located in: richmond marketplace,Retail,1.791759469,1,,,0.1003191476,0.76,20.06234033,Tier 3,Tele
766,149485,6869a9194894724204812856,https://www.google.com/maps/place/olympic+hardware+lakemba/data=!4m7!3m6!1s0x6b12bbc6e5d5d973:0xd9c86bff8576c011!8m2!3d-33.9199837!4d151.0779683!16s%2fg%2f1tg35chd!19schijc9nv5ca7emsrecb2hf9rynk?authuser=0&hl=en&rclk=1,olympic hardware lakemba,+61 2 9759 2782,,hardware store,4.3,"31 the boulevarde, lakemba nsw 2195, australia",,Retail,3.091042453,0,,,0.2883642916,0.86,23.62550041,Tier 3,Tele
767,103150,6869d2e15c450590fc979a6a,https://www.google.com/maps/place/peakhurst+tyre+service/data=!4m7!3m6!1s0x6b12ae1e39657595:0xf142ac37bab27c1a!8m2!3d-33.9647905!4d151.0609197!16s%2fg%2f1tfkfr65!19schijlxvlor6uemsrgnyyujesqve?authuser=0&hl=en&rclk=1,peakhurst tyre service,+61 2 9153 6225,,tire shop,4.8,"1/13 lorraine st, peakhurst nsw 2210, australia",,Retail,1.791759469,1,,,0.1003191476,0.96,20.86234033,Tier 3,Tele
768,233030,6874e82f4625f187f881da90,https://www.google.com/maps/place/1919+lanzhou+beef+noodle+%28eastwood%29/data=!4m7!3m6!1s0x6b12a58d29c776d3:0x8e9f5191856028b5!8m2!3d-33.7900064!4d151.0805965!16s%2fg%2f11svcslws4!19schij03bhky2lemsrtshghzfrn44?authuser=0&hl=en&rclk=1,1919 lanzhou beef noodle (eastwood),+61 487 888 855,a$1–20,noodle shop,4.2,"australia, new south wales, eastwood, lakeside rd, 邮政编码: 2122",floor g · eastwood village square,Retail,3.465735903,1,,,0.3425936508,0.84,37.34155556,Tier 2,Tele
769,135823,68749163138006c93a21a2a9,https://www.google.com/maps/place/cosmo+cosmetics/data=!4m7!3m6!1s0x6b12a31f008af30d:0xd6dfa5a2a94c51e7!8m2!3d-33.8345951!4d150.9891995!16s%2fg%2f1v2pqc5y!19schijdfokab-jemsr51fmqakl39y?authuser=0&hl=en&rclk=1,cosmo cosmetics,+61 2 9637 1641,,cosmetics store,3.9,"shop 1009, stockland merrylands 1 mcfarlane street &, pitt st, merrylands nsw 2160, australia",floor g · stockland merrylands,Retail,3.871201011,1,,,0.4012765903,0.78,41.20936132,Tier 1,Tele
770,28096,686a8f82dbb4ac7bdc3b12f5,https://www.google.com/maps/place/ezy+mart+convenience+store/data=!4m7!3m6!1s0x6b12afd0b1276d21:0x2cd4ba1b46709753!8m2!3d-33.8632582!4d151.2107765!16s%2fg%2f11fjm6ldyh!19schijiw0nsdcvemsru5dwrhu61cw?authuser=0&hl=en&rclk=1,ezy mart convenience store,,,convenience store,2.5,"42 bridge st, sydney nsw 2000, australia",,Retail,3.63758616,1,,,0.3674655276,0.5,37.72258693,Tier 2,Street
771,1505,68747e451b778ec0dcef0f08,https://www.google.com/maps/place/fishbowl+-+rozelle/data=!4m7!3m6!1s0x6b12af831d5f878d:0xb8e119e15fb47a34!8m2!3d-33.8613556!4d151.1716378!16s%2fg%2f11krhm2kb1!19schijjydfhyovemsrnhq0x-ez4bg?authuser=0&hl=en&rclk=1,fishbowl - rozelle,,a$1–20,salad shop,4.2,"1/600 darling st, rozelle nsw 2039, australia",,Retail,5.370638028,0,,,0.6182900148,0.84,46.64030104,Tier 1,Street
772,70500,68754ff3e22dc408ae011051,https://www.google.com/maps/place/the+golf+factory+penrith/data=!4m7!3m6!1s0x6b12858bff1b12f1:0xc165da7318491dfa!8m2!3d-33.754578!4d150.7036737!16s%2fg%2f1tcvj79f!19schij8rib_4ufemsr-h1jghpazce?authuser=0&hl=en&rclk=1,the golf factory penrith,+61 2 4722 8640,,golf shop,4.5,"269 high st, penrith nsw 2750, australia",,Retail,3.295836866,1,,,0.318004174,0.9,35.86029218,Tier 2,Tele
